Main_Topic,Câu hỏi,Trả lời
"ĐỐI TƯỢNG, MỨC ĐÓNG, TRÁCH NHIỆM VÀ PHƯƠNG THỨC ĐÓNG BẢO HIỂM Y TẾ","Mức đóng, trách nhiệm và phương thức đóng BHYT của các đối tượng phải đóng toàn bộ mức đóng khi tham gia BHYT được quy định như thế nào?","Mức đóng và trách nhiệm đóng BHYT của các đối tượng phải đóng toàn bộ mức đóng khi tham gia BHYT được quy định như sau (Trích Khoản 2, Điều 3, Nghị định số 62): 1. Người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp và diêm nghiệp: - Từ ngày 01/01/2010 đến ngày 31/12/2011, tham gia BHYT theo hình thức tự nguyện, mức đóng bằng 4,5% mức lương tối thiểu. Định kỳ sáu tháng hoặc một năm một lần, người tham gia đóng BHYT cho BHXH. - Từ ngày 01/01/2012, thuộc đối tượng có trách nhiệm tham gia BHYT và mức đóng là 4,5% mức lương tối thiểu. Nếu là người thuộc hộ có mức sống trung bình được NSNN hỗ trợ 30%. Định kỳ sáu tháng hoặc một năm một lần. Người tham gia tự đóng phần phải đóng cho BHXH; phần còn lại, NSNN sẽ đóng vào quỹ BHYT. 2. Xã viên hợp tác xã, hộ kinh doanh cá thể: - Từ ngày 01/01/2010 đến ngày 31/10/2013, tham gia BHYT theo hình thức tự nguyện, mức đóng bằng 4,5% mức lương tối thiểu. Định kỳ sáu tháng hoặc một năm một lần, người tham gia đóng BHYT cho BHXH. - Từ ngày 01/01/2014, thuộc đối tượng có trách nhiệm tham gia BHYT và mức đóng là 4,5% mức lương tối thiểu. Định kỳ sáu tháng một lần."
"ĐỐI TƯỢNG, MỨC ĐÓNG, TRÁCH NHIỆM VÀ PHƯƠNG THỨC ĐÓNG BẢO HIỂM Y TẾ",Mức đóng và trách nhiệm đóng BHYT của thân nhân người lao động khi tham gia BHYT được quy định như thế nào và thời điểm áp dụng?,"Từ ngày 01/01/2014, mức đóng BHYT của thân nhân của người lao động bằng 3% mức tiền lương tối thiểu. Người lao động có trách nhiệm kê khai danh sách thân nhân của mình gửi người sử dụng lao động để đăng ký mua thẻ BHYT (Điều 3, Điều 5, Nghị định số 62). Hằng tháng, người lao động đóng bảo hiểm y tế cho thân nhân thông qua người sử dụng lao động để nộp vào quỹ BHYT (Điều 3 Thông tư 09)."
"ĐỐI TƯỢNG, MỨC ĐÓNG, TRÁCH NHIỆM VÀ PHƯƠNG THỨC ĐÓNG BẢO HIỂM Y TẾ","Mức đóng, trách nhiệm và phương thức đóng BHYT học sinh, sinh viên được quy định như thế nào?","Mức đóng BHYT đối với HSSV bằng 3% mức lương tối thiểu. Định kỳ sáu tháng một lần hoặc một năm, tổ chức quản lý học sinh, sinh viên thu tiền đóng BHYT của đối tượng để nộp vào quỹ BHYT (Điều 3, Điều 5, Nghị định số 62). Ngân sách nhà nước hỗ trợ tối thiểu 50% mức đóng đối với học sinh, sinh viên thuộc hộ gia đình cận nghèo và hỗ trợ tối thiểu 30% mức đóng đối với học sinh, sinh viên từ ngày 01/01/2010 (Khoản 5, Điều 3, Nghị định số 62)."
"ĐỐI TƯỢNG, MỨC ĐÓNG, TRÁCH NHIỆM VÀ PHƯƠNG THỨC ĐÓNG BẢO HIỂM Y TẾ","Đối với cán bộ xã, trách nhiệm và phương thức đóng được thực hiện như thế nào?","Hằng tháng, UBND xã đóng BHYT cho người hoạt động không chuyên trách ở xã, phường, thị trấn theo quy định của pháp luật về cán bộ, công chức và trích từ tiền phụ cấp hằng tháng của họ để nộp cùng một lúc vào quỹ BHYT."
"ĐỐI TƯỢNG, MỨC ĐÓNG, TRÁCH NHIỆM VÀ PHƯƠNG THỨC ĐÓNG BẢO HIỂM Y TẾ",Trường hợp một người đồng thời thuộc nhiều đối tượng hoặc có nhiều hợp đồng lao động thì đóng BHYT như thế nào?,"Trường hợp một người đồng thời thuộc nhiều đối tượng hoặc có nhiều hợp đồng lao động thì đóng như sau (Khoản 2, Điều 13, Luật BHYT): 1. Trường hợp một người đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau, thì chỉ đóng BHYT theo đối tượng đầu tiên mà người đó được xác định theo thứ tự của các đối tượng quy định trong Luật BHYT. 2. Trường hợp người lao động theo quy định của Luật BHYT nếu có thêm một hoặc nhiều hợp đồng lao động không xác định thời hạn hoặc có thời hạn từ đủ 3 tháng trở lên thì đóng BHYT theo hợp đồng lao động có mức tiền lương, tiền công cao nhất."
"ĐỐI TƯỢNG, MỨC ĐÓNG, TRÁCH NHIỆM VÀ PHƯƠNG THỨC ĐÓNG BẢO HIỂM Y TẾ",Người lao động trong thời gian nghỉ việc hưởng chế độ thai sản khi sinh con hoặc nuôi con nuôi dưới 4 tháng tuổi có phải đóng BHYT không?,Trong thời gian người lao động nghỉ việc hưởng chế độ thai sản khi sinh con hoặc nuôi con nuôi dưới 4 tháng tuổi theo quy định của pháp luật về BHXH thì người lao động và người sử dụng lao động không phải đóng BHYT nhưng vẫn được tính vào thời gian tham gia BHYT liên tục để hưởng chế độ BHYT. (Điều 13 Luật BHYT).
THẺ BẢO HIỂM Y TẾ,Thẻ BHYT là gì ?,"Thẻ BHYT được cấp cho người tham gia BHYT và làm căn cứ để được hưởng các quyền lợi về BHYT theo quy định. Mỗi người chỉ được cấp một thẻ BHYT. (Khoản 1, 2 Điều 16 Luật BHYT)."
THẺ BẢO HIỂM Y TẾ,Thẻ BHYT có thời hạn sử dụng như thế nào ?,Thẻ BHYT có giá trị sử dụng như sau (Khoản 3 Điều 16 Luật BHYT): - Kể từ ngày đóng BHYT đối với người có trách nhiệm tham gia BHYT hoặc người tự nguyện tham gia BHYT liên tục từ lần thứ 2 trở đi. - Sau 30 ngày đối với người tự nguyện tham gia BHYT lần đầu hoặc đóng BHYT không liên tục. Riêng đối với quyền lợi về dịch vụ kỹ thuật cao thì thẻ BHYT có giá trị sử dụng sau 180 ngày kể từ ngày đóng BHYT. - Đối với trẻ em dưới 6 tuổi thì thẻ BHYT có giá trị sử dụng đến ngày trẻ đủ 72 tháng tuổi.
THẺ BẢO HIỂM Y TẾ,Trong trường hợp nào thì thẻ BHYT không có giá trị sử dụng?,"Thẻ BHYT không có giá trị sử dụng trong các trường hợp thẻ hết hạn sử dụng, thẻ bị sửa chữa, tẩy xoá và trường hợp người có tên trong thẻ không tiếp tục tham gia BHYT (Khoản 4 Điều 16 Luật BHYT)."
THẺ BẢO HIỂM Y TẾ,Hồ sơ cấp thẻ BHYT bao gồm những gì và thời gian nhận được thẻ là bao lâu?,"Hồ sơ cấp thẻ BHYT bao gồm: Văn bản đăng ký tham gia BHYT của cơ quan, tổ chức có trách nhiệm đóng BHYT; Danh sách người tham gia BHYT do cơ quan, tổ chức có trách nhiệm đóng BHYT, hoặc người đại diện của người tự nguyện tham gia BHYT lập; Tờ khai của cá nhân, hộ gia đình tham gia BHYT. Trong thời gian 10 ngày làm việc, kể từ ngày nhận đủ hồ sơ và kinh phí đóng BHYT, cơ quan BHXH phải cấp thẻ BHYT cho người tham gia BHYT. (Điều 17 Luật BHYT)."
THẺ BẢO HIỂM Y TẾ,Hồ sơ cấp thẻ BHYT cho trẻ em dưới 6 tuổi bao gồm những gì?,"Hồ sơ cấp thẻ BHYT cho trẻ em dưới 6 tuổi bao gồm (Điều 17 Luật BHYT): 1. Bản sao giấy chứng sinh hoặc bản sao giấy khai sinh. Trường hợp trẻ em chưa có bản sao giấy chứng sinh hoặc bản sao giấy khai sinh thì phải có giấy xác nhận của Uỷ ban nhân dân xã, phường, thị trấn nơi cư trú của cha, mẹ hoặc người giám hộ; 2. Danh sách hoặc giấy đề nghị cấp thẻ bảo hiểm y tế của Uỷ ban nhân dân xã, phường, thị trấn nơi trẻ em cư trú. Trong thời hạn 10 ngày làm việc, kể từ ngày nhận đủ hồ sơ, tổ chức BHYT phải cấp thẻ BHYT cho trẻ em dưới 6 tuổi."
THẺ BẢO HIỂM Y TẾ,"Người tham gia BHYT khi bị mất thẻ BHYT thì có được cấp lại không, thủ tục như thế nào và có ảnh hưởng đến quyền lợi không?","Luật BHYT (Điều 18) quy định thẻ BHYT được cấp lại trong trường hợp bị mất. Người bị mất thẻ BHYT phải có đơn đề nghị cấp lại thẻ và phải nộp phí cấp lại thẻ BHYT. Cơ quan BHXH cấp lại thẻ cho người tham gia BHYT trong thời hạn 7 ngày làm việc, kể từ ngày nhận đủ hồ sơ. Trong thời gian chờ cấp lại thẻ, người có thẻ vẫn được hưởng quyền lợi của người tham gia BHYT."
THẺ BẢO HIỂM Y TẾ,Người tham gia BHYT được đổi lại thẻ BHYT trong trường hợp nào và cần có những thủ tục gì và có ảnh hưởng đến quyền lợi không?,"Luật BHYT (Điều 19) quy định thẻ BHYT được đổi lại trong trường hợp thẻ bị rách, nát hoặc hỏng; thay đổi nơi đăng ký khám bệnh, chữa bệnh ban đầu; thông tin ghi trong thẻ không đúng. Hồ sơ đổi thẻ BHYT gồm: Đơn đề nghị đổi thẻ của người tham gia BHYT và thẻ BHYT. Cơ quan BHXH đổi thẻ cho người tham gia BHYT trong thời hạn 7 ngày làm việc, kể từ ngày nhận đủ hồ sơ. Người được đổi thẻ BHYT do thẻ bị rách, nát hoặc hỏng phải nộp phí. Trong thời gian chờ đổi thẻ, người có thẻ vẫn được hưởng quyền lợi của người tham gia BHYT."
THẺ BẢO HIỂM Y TẾ,"Thẻ BHYT bị thu hồi, tạm giữ trong trường hợp nào ?","Thẻ BHYT bị thu hồi, tạm giữ trong trường hợp (Điều 20 Luật BHYT): 1. Thẻ BHYT bị thu hồi: - Gian lận trong việc cấp thẻ BHYT. - Người có tên trong thẻ không tiếp tục tham gia BHYT. 2. Thẻ BHYT bị tạm giữ: - Sử dụng thẻ BHYT của người khác. - Người có thẻ BHYT bị tạm giữ có trách nhiệm đến nhận lại thẻ và nộp phạt theo quy định của pháp luật."
PHẠM VI ĐƯỢC HƯỞNG BẢO HIỂM Y TẾ,Người tham gia BHYT được hưởng quyền lợi gì?,"Người tham gia BHYT được Quỹ BHYT chi trả các chi phí sau (Điều 21 Luật BHYT, Thông tư số 09): - Khám bệnh, chữa bệnh, phục hồi chức năng, khám thai định kỳ và sinh con; - Khám bệnh để sàng lọc, chẩn đoán sớm một số bệnh; - Vận chuyển người bệnh từ tuyến huyện lên tuyến trên trong trường hợp cấp cứu hoặc khi đang điều trị nội trú phải chuyển tuyến chuyên môn kỹ thuật áp dụng đối với người có công với cách mạng; người thuộc diện hưởng trợ cấp bảo trợ xã hội hàng tháng; người thuộc hộ gia đình nghèo, cận nghèo; người dân tộc thiểu số đang sinh sống tại vùng có điều kiện kinh tế - xã hội khó khăn, đặc biệt khó khăn; trẻ em dưới 6 tuổi. - Chăm sóc sức khoẻ ban đầu tại y tế trường học đối với học sinh, sinh viên tham gia BHYT."
PHẠM VI ĐƯỢC HƯỞNG BẢO HIỂM Y TẾ,Cơ quan nào có trách nhiệm quy định cụ thể các chi phí được Quỹ BHYT chi trả cho người tham gia BHYT khi khám chữa bệnh ?,"Bộ trưởng Bộ Y tế chủ trì, phối hợp với cơ quan liên quan ban hành Danh mục thuốc, hoá chất, vật tư, thiết bị y tế, dịch vụ kỹ thuật thuộc phạm vi được hưởng. Bộ trưởng Bộ Y tế đồng thời có trách nhiệm quy định Danh mục các bệnh được khám sàng lọc, chẩn đoán sớm. (Khoản 2 Điều 21 Luật BHYT )."
PHẠM VI ĐƯỢC HƯỞNG BẢO HIỂM Y TẾ,Như thế nào là đi khám chữa bệnh BHYT đúng quy định?,"Đi khám, chữa bệnh đúng quy định (trừ trường hợp cấp cứu) là: - Đi khám chữa bệnh đúng nơi đăng ký khám chữa bệnh ban đầu ghi trên thẻ; - Có xuất trình thẻ BHYT và giấy tờ có ảnh hợp lệ (trừ trẻ em dưới 6 tuổi); - Trong trường hợp chuyển tuyến phải có giấy/hồ sơ chuyển viện và đúng tuyến chuyên môn kỹ thuật theo quy định."
PHẠM VI ĐƯỢC HƯỞNG BẢO HIỂM Y TẾ,Người tham gia BHYT khi đi khám chữa bệnh đúng quy định mức hưởng BHYT như thế nào?,"Người tham gia BHYT khi đi khám chữa bệnh đúng quy định, Quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh trong phạm vi được hưởng như sau (Điều 22 Luật BHYT và Khoản 1 Điều 7 Nghị định số 62): 1. 100% chi phí đối với người có công với cách mạng; trẻ em dưới 6 tuổi; sĩ quan, hạ sĩ quan chuyên môn, kỹ thuật đang công tác trong lực lượng công an nhân dân. 2. 100% chi phí khám bệnh, chữa bệnh tại tuyến xã. 3. 100% chi phí khám bệnh, chữa bệnh trong trường hợp tổng chi phí của một lần khám bệnh, chữa bệnh thấp hơn 15% mức lương cơ sở. 4. 95% chi phí khám bệnh, chữa bệnh đối với người hưởng lương hưu, người thuộc diện hưởng trợ cấp bảo trợ xã hội và trợ cấp mất sức lao động hàng tháng; người thuộc hộ gia đình nghèo; người dân tộc thiểu số đang sinh sống tại vùng có điều kiện kinh tế - xã hội khó khăn, đặc biệt khó khăn. 5. 80% chi phí khám, chữa bệnh đối với các đối tượng khác. 6. Trường hợp tự chọn thầy thuốc, tự chọn buồng bệnh thì chỉ được quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh theo giá dịch vụ hiện hành của nhà nước áp dụng cho cơ sở KCB đó và theo các mức hưởng nêu trên."
PHẠM VI ĐƯỢC HƯỞNG BẢO HIỂM Y TẾ,"Quỹ BHYT chi trả như thế nào khi người tham gia BHYT đi khám chữa bệnh đúng quy định có sử dụng dịch vụ kỹ thuật cao, chi phí lớn?","Người tham gia BHYT khi đi khám chữa bệnh đúng quy định có sử dụng dịch vụ kỹ thuật cao, chi phí lớn, Quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh trong phạm vi được hưởng như sau (Khoản 2 Điều 7 Nghị định số 62): 1. 100% chi phí đối với đối tượng là trẻ em dưới 6 tuổi; người hoạt động cách mạng trước ngày 01 tháng 01 năm 1945 đến trước Tổng khởi nghĩa 19 tháng 8 năm 1945; Bà mẹ Việt Nam anh hùng; thương binh, người hưởng chính sách như thương binh, thương binh loại B, bệnh binh bị mất sức lao động từ 81% trở lên; thương binh, người hưởng chính sách như thương binh, thương binh loại B, bệnh binh khi điều trị vết thương, bệnh tật tái phát. 2. 100% chi phí đối với sĩ quan, hạ sĩ quan chuyên môn, kỹ thuật đang công tác trong lực lượng công an nhân dân nhưng không vượt quá 40 tháng lương cơ sở cho một lần sử dụng dịch vụ kỹ thuật đó; phần còn lại do ngân sách của cơ quan, đơn vị quản lý đối tượng chi trả. 3. 100% chi phí đối với người có công với cách mạng (trừ người thuộc các đối tượng được nêu tại điểm (1) nói trên ) nhưng không vượt quá 40 tháng lương cơ sở cho một lần sử dụng dịch vụ kỹ thuật đó. 4. 95% chi phí đối với người hưởng lương hưu, người thuộc diện hưởng trợ cấp bảo trợ xã hội và trợ cấp mất sức lao động hàng tháng; người thuộc hộ gia đình nghèo; người dân tộc thiểu số đang sinh sống tại vùng có điều kiện kinh tế - xã hội khó khăn, đặc biệt khó khăn nhưng không vượt quá 40 tháng lương cơ sở cho một lần sử dụng dịch vụ kỹ thuật đó. 5. 80% chi phí đối với các đối tượng khác nhưng không vượt quá 40 tháng lương tối thiểu cho một lần sử dụng dịch vụ kỹ thuật đó."
